out0X,out0Y,out1X,out1Y,out2X,out2Y,out3X,out3Y,out4X,out4Y,SAR_out_analogX,SAR_out_analogY,SW_inpX,SW_inpY,VinX,VinY
2.9524e-07,0,2.9524e-07,1,2.9524e-07,1,2.9524e-07,0,2.9524e-07,1,2.9524e-07,0.34375,2.9524e-07,0,2.9524e-07,0.15093
2.9525e-07,0,2.9525e-07,1,2.9525e-07,1,2.9525e-07,0,2.9525e-07,1,2.9525e-07,0.34375,2.9525e-07,0,2.9525e-07,0.15093
2.9525e-07,0,2.9525e-07,1,2.9525e-07,1,2.9525e-07,0,2.9525e-07,1,2.9525e-07,0.34375,2.9525e-07,0,2.9525e-07,0.15093
2.9525e-07,0,2.9525e-07,1,2.9525e-07,1,2.9525e-07,0,2.9525e-07,1,2.9525e-07,0.34375,2.9525e-07,0,2.9525e-07,0.15093
2.9528e-07,0,2.9528e-07,1,2.9528e-07,1,2.9528e-07,0,2.9528e-07,1,2.9528e-07,0.34375,2.9528e-07,0,2.9528e-07,0.15085
2.9543e-07,0,2.9543e-07,1,2.9543e-07,1,2.9543e-07,0,2.9543e-07,1,2.9543e-07,0.34375,2.9543e-07,0,2.9543e-07,0.15042
3e-07,0,3e-07,1,3e-07,1,3e-07,0,3e-07,1,3e-07,0.34375,3e-07,0,3e-07,0.13783
3.0003e-07,0,3.0003e-07,1,3.0003e-07,1,3.0003e-07,0,3.0003e-07,1,3.0003e-07,0.34375,3.0003e-07,0,3.0003e-07,0.13775
3.0007e-07,0,3.0007e-07,1,3.0007e-07,1,3.0007e-07,0,3.0007e-07,1,3.0007e-07,0.34375,3.0007e-07,0,3.0007e-07,0.13764
3.0067e-07,0,3.0067e-07,1,3.0067e-07,1,3.0067e-07,0,3.0067e-07,1,3.0067e-07,0.34375,3.0067e-07,0,3.0067e-07,0.13599
3.0502e-07,0,3.0502e-07,1,3.0502e-07,1,3.0502e-07,0,3.0502e-07,1,3.0502e-07,0.34375,3.0502e-07,0,3.0502e-07,0.12418
3.0507e-07,0,3.0507e-07,1,3.0507e-07,1,3.0507e-07,0,3.0507e-07,1,3.0507e-07,0.34375,3.0507e-07,0,3.0507e-07,0.12405
3.0512e-07,0,3.0512e-07,1,3.0512e-07,1,3.0512e-07,0,3.0512e-07,1,3.0512e-07,0.34375,3.0512e-07,0,3.0512e-07,0.12392
3.052e-07,0,3.052e-07,1,3.052e-07,1,3.052e-07,0,3.052e-07,1,3.052e-07,0.34375,3.052e-07,0,3.052e-07,0.1237
3.0526e-07,0,3.0526e-07,1,3.0526e-07,1,3.0526e-07,0,3.0526e-07,1,3.0526e-07,0.34375,3.0526e-07,0,3.0526e-07,0.12354
3.0532e-07,0,3.0532e-07,1,3.0532e-07,1,3.0532e-07,0,3.0532e-07,1,3.0532e-07,0.34375,3.0532e-07,0,3.0532e-07,0.12339
3.0579e-07,0,3.0579e-07,1,3.0579e-07,1,3.0579e-07,0,3.0579e-07,1,3.0579e-07,0.34375,3.0579e-07,0,3.0579e-07,0.12211
3.1001e-07,0,3.1001e-07,1,3.1001e-07,1,3.1001e-07,0,3.1001e-07,1,3.1001e-07,0.34375,3.1001e-07,0,3.1001e-07,0.11087
3.1005e-07,0,3.1005e-07,1,3.1005e-07,1,3.1005e-07,0,3.1005e-07,1,3.1005e-07,0.34375,3.1005e-07,0,3.1005e-07,0.11077
3.1012e-07,0,3.1012e-07,1,3.1012e-07,1,3.1012e-07,0,3.1012e-07,1,3.1012e-07,0.34375,3.1012e-07,0,3.1012e-07,0.11058
3.1502e-07,0,3.1502e-07,1,3.1502e-07,1,3.1502e-07,0,3.1502e-07,1,3.1502e-07,0.34375,3.1502e-07,0,3.1502e-07,0.097796
3.1505e-07,0,3.1505e-07,1,3.1505e-07,1,3.1505e-07,0,3.1505e-07,1,3.1505e-07,0.34375,3.1505e-07,0,3.1505e-07,0.097709
3.1508e-07,0,3.1508e-07,1,3.1508e-07,1,3.1508e-07,0,3.1508e-07,1,3.1508e-07,0.34375,3.1508e-07,0,3.1508e-07,0.097621
3.1518e-07,0,3.1518e-07,1,3.1518e-07,1,3.1518e-07,0,3.1518e-07,1,3.1518e-07,0.34375,3.1518e-07,0,3.1518e-07,0.097381
3.1523e-07,0,3.1523e-07,1,3.1523e-07,1,3.1523e-07,0,3.1523e-07,1,3.1523e-07,0.34375,3.1523e-07,0,3.1523e-07,0.097255
3.1529e-07,0,3.1529e-07,1,3.1529e-07,1,3.1529e-07,0,3.1529e-07,1,3.1529e-07,0.34375,3.1529e-07,0,3.1529e-07,0.097082
3.1707e-07,0,3.1707e-07,1,3.1707e-07,1,3.1707e-07,0,3.1707e-07,1,3.1707e-07,0.34375,3.1707e-07,0,3.1707e-07,0.092534
3.2002e-07,0,3.2002e-07,1,3.2002e-07,1,3.2002e-07,0,3.2002e-07,1,3.2002e-07,0.34375,3.2002e-07,0,3.2002e-07,0.085054
3.2006e-07,0,3.2006e-07,1,3.2006e-07,1,3.2006e-07,0,3.2006e-07,1,3.2006e-07,0.34375,3.2006e-07,0,3.2006e-07,0.084951
3.2025e-07,0,3.2025e-07,1,3.2025e-07,1,3.2025e-07,0,3.2025e-07,1,3.2025e-07,0.34375,3.2025e-07,0,3.2025e-07,0.084485
3.2502e-07,0,3.2502e-07,1,3.2502e-07,1,3.2502e-07,0,3.2502e-07,1,3.2502e-07,0.34375,3.2502e-07,0,3.2502e-07,0.072688
3.2506e-07,0,3.2506e-07,1,3.2506e-07,1,3.2506e-07,0,3.2506e-07,1,3.2506e-07,0.34375,3.2506e-07,0,3.2506e-07,0.072582
3.251e-07,0,3.251e-07,1,3.251e-07,1,3.251e-07,0,3.251e-07,1,3.251e-07,0.34375,3.251e-07,0,3.251e-07,0.0725
3.2519e-07,0,3.2519e-07,1,3.2519e-07,1,3.2519e-07,0,3.2519e-07,1,3.2519e-07,0.34375,3.2519e-07,0,3.2519e-07,0.072279
3.2524e-07,0,3.2524e-07,1,3.2524e-07,1,3.2524e-07,0,3.2524e-07,1,3.2524e-07,0.34375,3.2524e-07,0,3.2524e-07,0.072147
3.2525e-07,0,3.2525e-07,1,3.2525e-07,1,3.2525e-07,0,3.2525e-07,1,3.2525e-07,0.34375,3.2525e-07,0,3.2525e-07,0.072132
3.2525e-07,0,3.2525e-07,1,3.2525e-07,1,3.2525e-07,0,3.2525e-07,1,3.2525e-07,0.34375,3.2525e-07,0,3.2525e-07,0.072132
3.2526e-07,0,3.2526e-07,1,3.2526e-07,1,3.2526e-07,0,3.2526e-07,1,3.2526e-07,0.34375,3.2526e-07,0,3.2526e-07,0.07212
3.2531e-07,0,3.2531e-07,1,3.2531e-07,1,3.2531e-07,0,3.2531e-07,1,3.2531e-07,0.34375,3.2531e-07,0,3.2531e-07,0.071993
3.258e-07,0,3.258e-07,1,3.258e-07,1,3.258e-07,0,3.258e-07,1,3.258e-07,0.34375,3.258e-07,0,3.258e-07,0.070804
3.3001e-07,0,3.3001e-07,1,3.3001e-07,1,3.3001e-07,0,3.3001e-07,1,3.3001e-07,0.34375,3.3001e-07,0,3.3001e-07,0.060753
3.3005e-07,0,3.3005e-07,1,3.3005e-07,1,3.3005e-07,0,3.3005e-07,1,3.3005e-07,0.34375,3.3005e-07,0,3.3005e-07,0.060664
3.3012e-07,0,3.3012e-07,1,3.3012e-07,1,3.3012e-07,0,3.3012e-07,1,3.3012e-07,0.34375,3.3012e-07,0,3.3012e-07,0.060504
3.3502e-07,0,3.3502e-07,1,3.3502e-07,1,3.3502e-07,0,3.3502e-07,1,3.3502e-07,0.34375,3.3502e-07,0,3.3502e-07,0.049232
3.3505e-07,0,3.3505e-07,1,3.3505e-07,1,3.3505e-07,0,3.3505e-07,1,3.3505e-07,0.34375,3.3505e-07,0,3.3505e-07,0.049155
3.3508e-07,0,3.3508e-07,1,3.3508e-07,1,3.3508e-07,0,3.3508e-07,1,3.3508e-07,0.34375,3.3508e-07,0,3.3508e-07,0.049078
3.3517e-07,0,3.3517e-07,1,3.3517e-07,1,3.3517e-07,0,3.3517e-07,1,3.3517e-07,0.34375,3.3517e-07,0,3.3517e-07,0.048875
3.3521e-07,0,3.3521e-07,1,3.3521e-07,1,3.3521e-07,0,3.3521e-07,1,3.3521e-07,0.34375,3.3521e-07,0,3.3521e-07,0.048786
3.3527e-07,0,3.3527e-07,1,3.3527e-07,1,3.3527e-07,0,3.3527e-07,1,3.3527e-07,0.34375,3.3527e-07,0,3.3527e-07,0.048665
3.3563e-07,0,3.3563e-07,1,3.3563e-07,1,3.3563e-07,0,3.3563e-07,1,3.3563e-07,0.34375,3.3563e-07,0,3.3563e-07,0.047859
3.4001e-07,0,3.4001e-07,1,3.4001e-07,1,3.4001e-07,0,3.4001e-07,1,3.4001e-07,0.34375,3.4001e-07,0,3.4001e-07,0.038212
3.4005e-07,0,3.4005e-07,1,3.4005e-07,1,3.4005e-07,0,3.4005e-07,1,3.4005e-07,0.34375,3.4005e-07,0,3.4005e-07,0.038136
3.401e-07,0,3.401e-07,1,3.401e-07,1,3.401e-07,0,3.401e-07,1,3.401e-07,0.34375,3.401e-07,0,3.401e-07,0.038014
3.4501e-07,0,3.4501e-07,1,3.4501e-07,1,3.4501e-07,0,3.4501e-07,1,3.4501e-07,0.34375,3.4501e-07,0,3.4501e-07,0.027701
3.4504e-07,0,3.4504e-07,1,3.4504e-07,1,3.4504e-07,0,3.4504e-07,1,3.4504e-07,0.34375,3.4504e-07,0,3.4504e-07,0.027631
3.4508e-07,0,3.4508e-07,1,3.4508e-07,1,3.4508e-07,1,3.4508e-07,1,3.4508e-07,0.34375,3.4508e-07,0,3.4508e-07,0.027555
3.4518e-07,0,3.4518e-07,1,3.4518e-07,1,3.4518e-07,1,3.4518e-07,1,3.4518e-07,0.34375,3.4518e-07,0,3.4518e-07,0.027351
3.4526e-07,0,3.4526e-07,1,3.4526e-07,0,3.4526e-07,1,3.4526e-07,0,3.4526e-07,0.34375,3.4526e-07,0,3.4526e-07,0.027194
3.4531e-07,0,3.4531e-07,1,3.4531e-07,0,3.4531e-07,1,3.4531e-07,0,3.4531e-07,0.28611,3.4531e-07,0,3.4531e-07,0.027083
3.4578e-07,0,3.4578e-07,1,3.4578e-07,0,3.4578e-07,1,3.4578e-07,0,3.4578e-07,0.15625,3.4578e-07,0,3.4578e-07,0.026128
3.5001e-07,0,3.5001e-07,1,3.5001e-07,0,3.5001e-07,1,3.5001e-07,0,3.5001e-07,0.15625,3.5001e-07,0,3.5001e-07,0.017731
3.5005e-07,0,3.5005e-07,1,3.5005e-07,0,3.5005e-07,1,3.5005e-07,0,3.5005e-07,0.15625,3.5005e-07,0,3.5005e-07,0.017655
3.5014e-07,0,3.5014e-07,1,3.5014e-07,0,3.5014e-07,1,3.5014e-07,0,3.5014e-07,0.15625,3.5014e-07,0,3.5014e-07,0.017486
3.5502e-07,0,3.5502e-07,1,3.5502e-07,0,3.5502e-07,1,3.5502e-07,0,3.5502e-07,0.15625,3.5502e-07,0,3.5502e-07,0.0083404
3.5505e-07,0,3.5505e-07,1,3.5505e-07,0,3.5505e-07,1,3.5505e-07,0,3.5505e-07,0.15625,3.5505e-07,0,3.5505e-07,0.0082785
3.5509e-07,0,3.5509e-07,1,3.5509e-07,0,3.5509e-07,1,3.5509e-07,0,3.5509e-07,0.15625,3.5509e-07,1,3.5509e-07,0.0082177
3.5517e-07,0,3.5517e-07,1,3.5517e-07,0,3.5517e-07,1,3.5517e-07,0,3.5517e-07,0.15625,3.5517e-07,1,3.5517e-07,0.0080671
3.5517e-07,0,3.5517e-07,1,3.5517e-07,0,3.5517e-07,1,3.5517e-07,0,3.5517e-07,0.15625,3.5517e-07,1,3.5517e-07,0.0080641
3.5518e-07,0,3.5518e-07,1,3.5518e-07,0,3.5518e-07,1,3.5518e-07,0,3.5518e-07,0.15625,3.5518e-07,1,3.5518e-07,0.0080556
3.552e-07,0,3.552e-07,1,3.552e-07,0,3.552e-07,1,3.552e-07,0,3.552e-07,0.15625,3.552e-07,1,3.552e-07,0.0080206
3.5527e-07,0,3.5527e-07,1,3.5527e-07,0,3.5527e-07,1,3.5527e-07,0,3.5527e-07,0.15625,3.5527e-07,1,3.5527e-07,0.0078922
3.5549e-07,0,3.5549e-07,1,3.5549e-07,0,3.5549e-07,1,3.5549e-07,0,3.5549e-07,0.15625,3.5549e-07,1,3.5549e-07,0.0074932
3.6001e-07,0,3.6001e-07,1,3.6001e-07,0,3.6001e-07,1,3.6001e-07,0,3.6001e-07,0.15625,3.6001e-07,1,3.6001e-07,-0.00040132
3.6003e-07,0,3.6003e-07,1,3.6003e-07,0,3.6003e-07,1,3.6003e-07,0,3.6003e-07,0.15625,3.6003e-07,1,3.6003e-07,-0.00044005
3.6007e-07,0,3.6007e-07,1,3.6007e-07,0,3.6007e-07,1,3.6007e-07,0,3.6007e-07,0.15625,3.6007e-07,1,3.6007e-07,-0.00050327
3.6022e-07,0,3.6022e-07,1,3.6022e-07,0,3.6022e-07,1,3.6022e-07,0,3.6022e-07,0.15625,3.6022e-07,1,3.6022e-07,-0.00075551
3.6044e-07,0,3.6044e-07,1,3.6044e-07,0,3.6044e-07,1,3.6044e-07,0,3.6044e-07,0.15625,3.6044e-07,0,3.6044e-07,-0.0011303
3.6502e-07,0,3.6502e-07,1,3.6502e-07,0,3.6502e-07,1,3.6502e-07,0,3.6502e-07,0.15625,3.6502e-07,0,3.6502e-07,-0.008554
3.6507e-07,0,3.6507e-07,1,3.6507e-07,0,3.6507e-07,1,3.6507e-07,0,3.6507e-07,0.15625,3.6507e-07,0,3.6507e-07,-0.0086245
3.6511e-07,0,3.6511e-07,1,3.6511e-07,0,3.6511e-07,1,3.6511e-07,0,3.6511e-07,0.15625,3.6511e-07,0,3.6511e-07,-0.0086872
3.6518e-07,0,3.6518e-07,1,3.6518e-07,0,3.6518e-07,1,3.6518e-07,0,3.6518e-07,0.15625,3.6518e-07,1,3.6518e-07,-0.0087965
3.6519e-07,0,3.6519e-07,1,3.6519e-07,0,3.6519e-07,1,3.6519e-07,0,3.6519e-07,0.15625,3.6519e-07,0,3.6519e-07,-0.0088205
3.6525e-07,0,3.6525e-07,1,3.6525e-07,0,3.6525e-07,1,3.6525e-07,0,3.6525e-07,0.15625,3.6525e-07,0,3.6525e-07,-0.0089011
3.6525e-07,0,3.6525e-07,1,3.6525e-07,0,3.6525e-07,1,3.6525e-07,0,3.6525e-07,0.15625,3.6525e-07,0,3.6525e-07,-0.008902
3.6525e-07,0,3.6525e-07,1,3.6525e-07,0,3.6525e-07,1,3.6525e-07,0,3.6525e-07,0.15625,3.6525e-07,0,3.6525e-07,-0.0089133
3.6531e-07,0,3.6531e-07,1,3.6531e-07,0,3.6531e-07,1,3.6531e-07,0,3.6531e-07,0.15625,3.6531e-07,0,3.6531e-07,-0.0089988
3.6576e-07,0,3.6576e-07,1,3.6576e-07,0,3.6576e-07,1,3.6576e-07,0,3.6576e-07,0.15625,3.6576e-07,0,3.6576e-07,-0.0097045
3.7001e-07,0,3.7001e-07,1,3.7001e-07,0,3.7001e-07,1,3.7001e-07,0,3.7001e-07,0.15625,3.7001e-07,0,3.7001e-07,-0.015996
3.7004e-07,0,3.7004e-07,1,3.7004e-07,0,3.7004e-07,1,3.7004e-07,0,3.7004e-07,0.15625,3.7004e-07,0,3.7004e-07,-0.016039
3.7009e-07,0,3.7009e-07,1,3.7009e-07,0,3.7009e-07,1,3.7009e-07,0,3.7009e-07,0.15625,3.7009e-07,0,3.7009e-07,-0.016103
3.7289e-07,0,3.7289e-07,1,3.7289e-07,0,3.7289e-07,1,3.7289e-07,0,3.7289e-07,0.15625,3.7289e-07,0,3.7289e-07,-0.019986
3.7503e-07,0,3.7503e-07,1,3.7503e-07,0,3.7503e-07,1,3.7503e-07,0,3.7503e-07,0.15625,3.7503e-07,0,3.7503e-07,-0.022791
3.7508e-07,0,3.7508e-07,1,3.7508e-07,0,3.7508e-07,1,3.7508e-07,0,3.7508e-07,0.15625,3.7508e-07,0,3.7508e-07,-0.022848
3.7514e-07,0,3.7514e-07,1,3.7514e-07,0,3.7514e-07,1,3.7514e-07,0,3.7514e-07,0.15625,3.7514e-07,0,3.7514e-07,-0.022936
3.7521e-07,0,3.7521e-07,1,3.7521e-07,0,3.7521e-07,1,3.7521e-07,0,3.7521e-07,0.15625,3.7521e-07,0,3.7521e-07,-0.023026
3.7525e-07,0,3.7525e-07,1,3.7525e-07,0,3.7525e-07,1,3.7525e-07,0,3.7525e-07,0.15625,3.7525e-07,0,3.7525e-07,-0.023069
3.7525e-07,0,3.7525e-07,1,3.7525e-07,0,3.7525e-07,1,3.7525e-07,0,3.7525e-07,0.15625,3.7525e-07,0,3.7525e-07,-0.02307
3.7526e-07,0,3.7526e-07,1,3.7526e-07,0,3.7526e-07,1,3.7526e-07,0,3.7526e-07,0.15625,3.7526e-07,0,3.7526e-07,-0.023086
3.7533e-07,0,3.7533e-07,1,3.7533e-07,0,3.7533e-07,1,3.7533e-07,0,3.7533e-07,0.15625,3.7533e-07,0,3.7533e-07,-0.023179
3.76e-07,0,3.76e-07,1,3.76e-07,0,3.76e-07,1,3.76e-07,0,3.76e-07,0.15625,3.76e-07,0,3.76e-07,-0.024021
3.8001e-07,0,3.8001e-07,1,3.8001e-07,0,3.8001e-07,1,3.8001e-07,0,3.8001e-07,0.15625,3.8001e-07,0,3.8001e-07,-0.028824
3.8005e-07,0,3.8005e-07,1,3.8005e-07,0,3.8005e-07,1,3.8005e-07,0,3.8005e-07,0.15625,3.8005e-07,0,3.8005e-07,-0.028865
3.8011e-07,0,3.8011e-07,1,3.8011e-07,0,3.8011e-07,1,3.8011e-07,0,3.8011e-07,0.15625,3.8011e-07,0,3.8011e-07,-0.028933
3.8502e-07,0,3.8502e-07,1,3.8502e-07,0,3.8502e-07,1,3.8502e-07,0,3.8502e-07,0.15625,3.8502e-07,0,3.8502e-07,-0.034152
3.8504e-07,0,3.8504e-07,1,3.8504e-07,0,3.8504e-07,1,3.8504e-07,0,3.8504e-07,0.15625,3.8504e-07,0,3.8504e-07,-0.034181
3.8508e-07,0,3.8508e-07,1,3.8508e-07,0,3.8508e-07,1,3.8508e-07,0,3.8508e-07,0.15625,3.8508e-07,0,3.8508e-07,-0.034218
3.8517e-07,0,3.8517e-07,1,3.8517e-07,0,3.8517e-07,1,3.8517e-07,0,3.8517e-07,0.15625,3.8517e-07,0,3.8517e-07,-0.034305
3.8522e-07,0,3.8522e-07,1,3.8522e-07,0,3.8522e-07,1,3.8522e-07,0,3.8522e-07,0.15625,3.8522e-07,0,3.8522e-07,-0.03436
3.8525e-07,0,3.8525e-07,1,3.8525e-07,0,3.8525e-07,1,3.8525e-07,0,3.8525e-07,0.15625,3.8525e-07,0,3.8525e-07,-0.034384
3.8525e-07,0,3.8525e-07,1,3.8525e-07,0,3.8525e-07,1,3.8525e-07,0,3.8525e-07,0.15625,3.8525e-07,0,3.8525e-07,-0.034384
3.8525e-07,0,3.8525e-07,1,3.8525e-07,0,3.8525e-07,1,3.8525e-07,0,3.8525e-07,0.15625,3.8525e-07,0,3.8525e-07,-0.034386
3.8529e-07,0,3.8529e-07,1,3.8529e-07,0,3.8529e-07,1,3.8529e-07,0,3.8529e-07,0.15625,3.8529e-07,0,3.8529e-07,-0.034423
3.8555e-07,0,3.8555e-07,1,3.8555e-07,0,3.8555e-07,1,3.8555e-07,0,3.8555e-07,0.15625,3.8555e-07,0,3.8555e-07,-0.034679
3.9001e-07,0,3.9001e-07,1,3.9001e-07,0,3.9001e-07,1,3.9001e-07,0,3.9001e-07,0.15625,3.9001e-07,0,3.9001e-07,-0.038725
3.9004e-07,0,3.9004e-07,1,3.9004e-07,0,3.9004e-07,1,3.9004e-07,0,3.9004e-07,0.15625,3.9004e-07,0,3.9004e-07,-0.03875
3.9009e-07,0,3.9009e-07,1,3.9009e-07,0,3.9009e-07,1,3.9009e-07,0,3.9009e-07,0.15625,3.9009e-07,0,3.9009e-07,-0.038788
3.9289e-07,0,3.9289e-07,1,3.9289e-07,0,3.9289e-07,1,3.9289e-07,0,3.9289e-07,0.15625,3.9289e-07,0,3.9289e-07,-0.041019
3.9503e-07,0,3.9503e-07,1,3.9503e-07,0,3.9503e-07,1,3.9503e-07,0,3.9503e-07,0.15625,3.9503e-07,0,3.9503e-07,-0.042553
3.9508e-07,0,3.9508e-07,1,3.9508e-07,0,3.9508e-07,1,3.9508e-07,0,3.9508e-07,0.15625,3.9508e-07,0,3.9508e-07,-0.042583
3.9514e-07,0,3.9514e-07,1,3.9514e-07,0,3.9514e-07,1,3.9514e-07,0,3.9514e-07,0.15625,3.9514e-07,0,3.9514e-07,-0.04263
3.9521e-07,0,3.9521e-07,1,3.9521e-07,0,3.9521e-07,1,3.9521e-07,0,3.9521e-07,0.15625,3.9521e-07,0,3.9521e-07,-0.042675
3.9525e-07,0,3.9525e-07,1,3.9525e-07,0,3.9525e-07,1,3.9525e-07,0,3.9525e-07,0.15625,3.9525e-07,0,3.9525e-07,-0.042701
3.9526e-07,0,3.9526e-07,1,3.9526e-07,0,3.9526e-07,1,3.9526e-07,0,3.9526e-07,0.15625,3.9526e-07,0,3.9526e-07,-0.042706
3.9531e-07,0,3.9531e-07,1,3.9531e-07,0,3.9531e-07,1,3.9531e-07,0,3.9531e-07,0.15625,3.9531e-07,0,3.9531e-07,-0.042741
3.9587e-07,0,3.9587e-07,1,3.9587e-07,0,3.9587e-07,1,3.9587e-07,0,3.9587e-07,0.15625,3.9587e-07,0,3.9587e-07,-0.043119
4.0001e-07,0,4.0001e-07,1,4.0001e-07,0,4.0001e-07,1,4.0001e-07,0,4.0001e-07,0.15625,4.0001e-07,0,4.0001e-07,-0.045578
4.0005e-07,0,4.0005e-07,1,4.0005e-07,0,4.0005e-07,1,4.0005e-07,0,4.0005e-07,0.15625,4.0005e-07,0,4.0005e-07,-0.045597
4.0011e-07,0,4.0011e-07,1,4.0011e-07,0,4.0011e-07,1,4.0011e-07,0,4.0011e-07,0.15625,4.0011e-07,0,4.0011e-07,-0.045629
4.0501e-07,0,4.0501e-07,1,4.0501e-07,0,4.0501e-07,1,4.0501e-07,0,4.0501e-07,0.15625,4.0501e-07,0,4.0501e-07,-0.047832
4.0504e-07,0,4.0504e-07,1,4.0504e-07,0,4.0504e-07,1,4.0504e-07,0,4.0504e-07,0.15625,4.0504e-07,0,4.0504e-07,-0.047843
4.0508e-07,0,4.0508e-07,1,4.0508e-07,0,4.0508e-07,1,4.0508e-07,0,4.0508e-07,0.15625,4.0508e-07,0,4.0508e-07,-0.047857
4.0517e-07,0,4.0517e-07,1,4.0517e-07,0,4.0517e-07,1,4.0517e-07,0,4.0517e-07,0.15625,4.0517e-07,0,4.0517e-07,-0.047889
4.0521e-07,0,4.0521e-07,1,4.0521e-07,0,4.0521e-07,1,4.0521e-07,0,4.0521e-07,0.15625,4.0521e-07,0,4.0521e-07,-0.047904
4.0525e-07,0,4.0525e-07,1,4.0525e-07,0,4.0525e-07,1,4.0525e-07,0,4.0525e-07,0.15625,4.0525e-07,0,4.0525e-07,-0.047918
4.0525e-07,0,4.0525e-07,1,4.0525e-07,0,4.0525e-07,1,4.0525e-07,0,4.0525e-07,0.15625,4.0525e-07,0,4.0525e-07,-0.047919
4.0525e-07,0,4.0525e-07,1,4.0525e-07,0,4.0525e-07,1,4.0525e-07,0,4.0525e-07,0.15625,4.0525e-07,0,4.0525e-07,-0.047919
4.0528e-07,0,4.0528e-07,1,4.0528e-07,0,4.0528e-07,1,4.0528e-07,0,4.0528e-07,0.15625,4.0528e-07,0,4.0528e-07,-0.047928
4.0542e-07,0,4.0542e-07,1,4.0542e-07,0,4.0542e-07,1,4.0542e-07,0,4.0542e-07,0.15625,4.0542e-07,0,4.0542e-07,-0.047981
4.1001e-07,0,4.1001e-07,1,4.1001e-07,0,4.1001e-07,1,4.1001e-07,0,4.1001e-07,0.15625,4.1001e-07,0,4.1001e-07,-0.049291
4.1003e-07,0,4.1003e-07,1,4.1003e-07,0,4.1003e-07,1,4.1003e-07,0,4.1003e-07,0.15625,4.1003e-07,0,4.1003e-07,-0.049297
4.1007e-07,0,4.1007e-07,1,4.1007e-07,0,4.1007e-07,1,4.1007e-07,0,4.1007e-07,0.15625,4.1007e-07,0,4.1007e-07,-0.049305
4.108e-07,0,4.108e-07,1,4.108e-07,0,4.108e-07,1,4.108e-07,0,4.108e-07,0.15625,4.108e-07,0,4.108e-07,-0.049451
4.1502e-07,0,4.1502e-07,1,4.1502e-07,0,4.1502e-07,1,4.1502e-07,0,4.1502e-07,0.15625,4.1502e-07,0,4.1502e-07,-0.049957
4.1507e-07,0,4.1507e-07,1,4.1507e-07,0,4.1507e-07,1,4.1507e-07,0,4.1507e-07,0.15625,4.1507e-07,0,4.1507e-07,-0.049959
4.1512e-07,0,4.1512e-07,1,4.1512e-07,0,4.1512e-07,1,4.1512e-07,0,4.1512e-07,0.15625,4.1512e-07,0,4.1512e-07,-0.049962
4.1525e-07,0,4.1525e-07,1,4.1525e-07,0,4.1525e-07,1,4.1525e-07,0,4.1525e-07,0.15625,4.1525e-07,0,4.1525e-07,-0.049968
4.1525e-07,0,4.1525e-07,1,4.1525e-07,0,4.1525e-07,1,4.1525e-07,0,4.1525e-07,0.15625,4.1525e-07,0,4.1525e-07,-0.049968
4.1526e-07,0,4.1526e-07,0,4.1526e-07,0,4.1526e-07,0,4.1526e-07,0,4.1526e-07,0.15625,4.1526e-07,0,4.1526e-07,-0.049968
4.1529e-07,0,4.1529e-07,0,4.1529e-07,0,4.1529e-07,0,4.1529e-07,0,4.1529e-07,0.13738,4.1529e-07,0,4.1529e-07,-0.04997
4.1551e-07,0,4.1551e-07,0,4.1551e-07,0,4.1551e-07,0,4.1551e-07,0,4.1551e-07,0,4.1551e-07,0,4.1551e-07,-0.049978
4.2001e-07,0,4.2001e-07,0,4.2001e-07,0,4.2001e-07,0,4.2001e-07,0,4.2001e-07,0,4.2001e-07,0,4.2001e-07,-0.049821
4.2004e-07,0,4.2004e-07,0,4.2004e-07,0,4.2004e-07,0,4.2004e-07,0,4.2004e-07,0,4.2004e-07,0,4.2004e-07,-0.049818
4.2009e-07,0,4.2009e-07,0,4.2009e-07,0,4.2009e-07,0,4.2009e-07,0,4.2009e-07,0,4.2009e-07,0,4.2009e-07,-0.049813
4.2289e-07,0,4.2289e-07,0,4.2289e-07,0,4.2289e-07,0,4.2289e-07,0,4.2289e-07,0,4.2289e-07,0,4.2289e-07,-0.04938
4.2503e-07,0,4.2503e-07,0,4.2503e-07,0,4.2503e-07,0,4.2503e-07,0,4.2503e-07,0,4.2503e-07,0,4.2503e-07,-0.048882
4.2508e-07,0,4.2508e-07,0,4.2508e-07,0,4.2508e-07,0,4.2508e-07,0,4.2508e-07,0,4.2508e-07,0,4.2508e-07,-0.04887
4.2514e-07,0,4.2514e-07,0,4.2514e-07,0,4.2514e-07,0,4.2514e-07,0,4.2514e-07,0,4.2514e-07,1,4.2514e-07,-0.048852
4.2517e-07,0,4.2517e-07,0,4.2517e-07,0,4.2517e-07,0,4.2517e-07,0,4.2517e-07,0,4.2517e-07,1,4.2517e-07,-0.048844
4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,1,4.2518e-07,-0.048843
4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,1,4.2518e-07,-0.048843
4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,0,4.2518e-07,1,4.2518e-07,-0.048841
